Content,Type,ID,Flavour,BrewID,12,16,24,32,Other
0.06,AP,632,American IPA,519,House Brand IPA,,,,
0.066,AP,633,American IPA,107,,Firestarter India Pale Ale,,,
0.07,AP,636,American IPA,110,,Ryeteous Rye IPA (2012),,,
0.072,AP,637,American IPA,412,Monkeynaut IPA,,,,
0.062,AP,641,American IPA,520,,Hoppy Boy,,,
0.065,AP,642,American IPA,74,Outlaw IPA (2015),,,,
0.04,AP,644,American IPA,399,,Johnny's American IPA,,,
0.061,AP,648,American IPA,493,Fairweather IPA,,,,
,AP,652,American IPA,100,West Sixth IPA,,,,
0.066,AP,653,American IPA,80,,Hopworks IPA (2012),,,
0.065,AP,656,American IPA,145,Indie Pale Ale,,,,
0.05,AP,662,American IPA,449,TailGate IPA,,,,
0.05,AP,663,American IPA,449,,,TailGate IPA,,
0.072,AP,664,American IPA,332,,Elevated IPA,,,
0.06,AP,686,American IPA,299,Saranac White IPA,,,,
0.07,AP,689,American IPA,92,Mystic Mama IPA,,,,
0.067,AP,705,American IPA,360,Hog Wild India Pale Ale,,,,
0.071,AP,730,American IPA,491,,California Sunshine Rye IPA,,,
0.08,AP,749,American IPA,240,,Wolf Among Weeds IPA (2012),,,
0.08,AP,750,American IPA,240,,Burning Bush Smoked IPA,,,
0.065,AP,758,American IPA,510,,Double Haul IPA (2006),,,
0.065,AP,759,American IPA,510,,Double Haul IPA (2009),,,
0.074,AP,762,American IPA,509,,Ace IPA,,,
0.059,AP,770,American IPA,234,Harpoon IPA (2012),,,,
0.061,AP,792,American IPA,155,Caldera IPA (2007),,,,
0.061,AP,793,American IPA,155,Caldera IPA (2009),,,,
0.07,AP,796,American IPA,368,Brew Free! or Die IPA (2009),,,,
0.07,AP,797,American IPA,368,Brew Free! or Die IPA (2008),,,,
0.07,AP,799,American IPA,368,21st Amendment IPA (2006),,,,
0.064,AP,827,American IPA,480,Tempter IPA,,,,
0.062,AP,837,American IPA,401,,Desolation IPA,,,
0.062,AP,845,American IPA,443,Marble India Pale Ale,,,,
0.065,AP,857,American IPA,460,Interurban IPA,,,,
0.063,AP,879,American IPA,309,Dagger Falls IPA,,,,
0.066,AP,881,American IPA,496,Hop Abomination,,,,
0.062,AP,885,American IPA,410,Sea Hag IPA,,,,
0.075,AP,891,American IPA,301,,Overbite IPA,,,
0.072,AP,915,American IPA,495,Green Head IPA,,,,
0.07,AP,918,American IPA,494,,Frankenlou's IPA,,,
0.062,AP,938,American IPA,475,Gangway IPA,,,,
0.07,AP,943,American IPA,127,Deep Ellum IPA,,,,
0.065,AP,945,American IPA,487,,Long Hammer IPA,,,
0.065,AP,947,American IPA,453,Twister Creek India Pale Ale,,,,
0.058,AP,951,American IPA,17,,Alloy,,,
0.065,AP,964,American IPA,451,,Dank IPA (2012),,,
0.068,AP,966,American IPA,483,Topcutter India Pale Ale,,,,
0.068,AP,970,American IPA,482,,Des Moines IPA,,,
0.059,AP,972,American IPA,481,,Rude Parrot IPA,,,
0.06,AP,983,American IPA,279,Backyahd IPA,,,,
0.066,AP,985,American IPA,444,,Bark Bite IPA,,,
0.072,AP,990,American IPA,479,Loose Cannon,,,,
0.085,AP,992,American IPA,166,,oSKAr the G'Rauch,,,
0.085,AP,993,American IPA,166,,,,,oSKAr the G'Rauch
0.067,AP,999,American IPA,150,Watershed IPA (2013),,,,
0.07,AP,1003,American IPA,477,Big Elm IPA,,,,
0.068,AP,1017,American IPA,45,,Ethos IPA,,,
0.07,AP,1018,American IPA,34,Sculpin IPA,,,,
0.051,AP,1022,American IPA,201,,Quaff India Style Session Ale,,,
0.068,AP,1026,American IPA,474,,Preservation IPA,,,
0.04,AP,1029,American IPA,295,Wachusett Light IPA (2013),,,,
0.062,AP,1048,American IPA,307,Outlaw IPA,,,,
0.07,AP,1071,American IPA,30,Hop Shock IPA,,,,
0.045,AP,1078,American IPA,428,Schlafly IPA,,,,
0.075,AP,1080,American IPA,284,,Hop Happy,,,
0.073,AP,1089,American IPA,159,Hop Notch IPA (2013),,,,
0.062,AP,1099,American IPA,43,Old Wylie's IPA,,,,
0.07,AP,1109,American IPA,464,Descender IPA,,,,
0.073,AP,1112,American IPA,61,,Overrated! West Coast Style IPA,,,
0.069,AP,1126,American IPA,91,Psychopathy,,,,
0.07,AP,1132,American IPA,235,Misty Mountain IPA,,,,
0.065,AP,1135,American IPA,299,,Our Legacy IPA,,,
0.075,AP,1141,American IPA,141,Jai Alai IPA Aged on White Oak,,,,
0.075,AP,1142,American IPA,141,Humidor Series India Pale Ale,,,,
0.065,AP,1148,American IPA,337,Nebraska India Pale Ale,,,,
0.065,AP,1149,American IPA,388,,Kentucky IPA,,,
0.078,AP,1158,American IPA,463,La Frontera Premium IPA,,,,
0.062,AP,1173,American IPA,190,Evolutionary IPA (2012),,,,
0.04,AP,1174,American IPA,460,77 Fremont Select Spring Session IPA,,,,
0.07,AP,1176,American IPA,110,,Redacted Rye IPA,,,
0.062,AP,1177,American IPA,192,Mutiny IPA,,,,
0.068,AP,1191,American IPA,370,,Swami's India Pale Ale,,,
0.07,AP,1199,American IPA,457,Indian Paintbrush IPA,,,,
0.065,AP,1205,American IPA,383,,Northern Lights India Pale Ale,,,
0.07,AP,1206,American IPA,455,Red Clay IPA,,,,
0.062,AP,1211,American IPA,371,360° India Pale Ale,,,,
0.065,AP,1222,American IPA,282,Cropduster Mid-American IPA,,,,
0.047,AP,1223,American IPA,15,All Day IPA,,,,
0.065,AP,1224,American IPA,451,,Dank IPA,,,
0.063,AP,1227,American IPA,450,,Hoppy Bitch IPA,,,
0.073,AP,1242,American IPA,447,Big Nose,,,,
0.056,AP,1249,American IPA,345,Duluchan India Pale Ale,,,,
0.06,AP,1254,American IPA,32,JP's Ould Sod Irish Red IPA,,,,
0.061,AP,1258,American IPA,442,5 Day IPA,,,,
0.055,AP,1282,American IPA,436,,Nice Rack IPA,,,
0.027,AP,1286,American IPA,173,Bikini Beer,,,,
0.07,AP,1289,American IPA,219,Bozone HopZone IPA,,,,
0.059,AP,1296,American IPA,240,Point the Way IPA,,,,
0.074,AP,1302,American IPA,432,Blur India Pale Ale,,,,
0.062,AP,1309,American IPA,430,Face Plant IPA,,,,
0.07,AP,1322,American IPA,429,,Green Bullet Organic India Pale Ale,,,
0.07,AP,1327,American IPA,171,Hop Ottin' IPA,,,,
0.08,AP,1346,American IPA,423,,Habitus IPA,,,
0.065,AP,1353,American IPA,198,Alphadelic IPA,,,,
0.059,AP,1379,American IPA,234,Harpoon IPA,,,,
0.078,AP,1382,American IPA,369,,Crank Yanker IPA,,,
0.07,AP,1384,American IPA,355,Elephant Rock IPA,,,,
0.064,AP,1385,American IPA,46,,Bengali Tiger,,,
0.064,AP,1396,American IPA,218,Laughing Dog IPA,,,,
0.068,AP,1399,American IPA,240,,Heal the Bay IPA,,,
0.07,AP,1400,American IPA,34,Big Eye India Pale Ale,,,,
0.067,AP,1402,American IPA,11,,Mind's Eye PA,,,
0.075,AP,1420,American IPA,25,,Grapefruit Jungle (GFJ),,,
0.068,AP,1433,American IPA,409,,Hat Trick Hop IPA,,,
0.067,AP,1434,American IPA,335,Wood Chipper India Pale Ale,,,,
0.042,AP,1439,American IPA,222,Boat Beer,,,,
0.068,AP,1442,American IPA,182,,F5 IPA,,,
0.07,AP,1451,American IPA,405,,Moirai India Pale Ale,,,
0.062,AP,1470,American IPA,239,Ananda India Pale Ale,,,,
0.062,AP,1473,American IPA,401,,Damnesia,,,
0.07,AP,1481,American IPA,12,51K IPA,,,,
0.059,AP,1490,American IPA,240,,Point the Way IPA,,,
0.06,AP,1498,American IPA,396,,Super G IPA,,,
0.07,AP,1501,American IPA,395,Green House India Pale Ale,,,,
0.062,AP,1504,American IPA,170,Country Boy IPA,,,,
0.071,AP,1506,American IPA,393,Miami Vice IPA,,,,
0.075,AP,1509,American IPA,97,Perpetual IPA,,,,
0.069,AP,1512,American IPA,199,Worthy IPA (2013),,,,
0.067,AP,1515,American IPA,206,,3-Way IPA (2013),,,
0.068,AP,1517,American IPA,107,,Pink-I Raspberry IPA,,,
0.068,AP,1521,American IPA,264,Modus Hoperandi,,,,
0.069,AP,1539,American IPA,385,Monkey Fist IPA,,,,
0.063,AP,1543,American IPA,198,Proxima IPA,,,,
0.058,AP,1550,American IPA,351,Charlie in the Rye,,,,
0.069,AP,1556,American IPA,253,Batch 69 IPA,,,,
0.072,AP,1565,American IPA,15,Centennial IPA,,,,
0.065,AP,1569,American IPA,378,Mad Manatee IPA,,,,
0.06,AP,1572,American IPA,342,KelSo India Pale Ale,,,,
0.07,AP,1576,American IPA,376,,RoughTail IPA,,,
0.045,AP,1589,American IPA,370,,PONTO S.I.P.A.,,,
0.067,AP,1591,American IPA,46,,Autumnation (2013),,,
0.063,AP,1595,American IPA,309,Dagger Falls IPA,,,,
0.063,AP,1596,American IPA,309,Dagger Falls IPA,,,,
0.073,AP,1603,American IPA,322,Good Vibes IPA,,,,
0.071,AP,1609,American IPA,313,Initial Point India Pale Ale,,,,
0.06,AP,1610,American IPA,16,,Half Cycle IPA,,,
0.068,AP,1611,American IPA,363,Better Half,,,,
0.072,AP,1621,American IPA,359,,Hop Drop 'N Roll IPA,,,
0.072,AP,1623,American IPA,358,,Lift Off IPA,,,
0.055,AP,1624,American IPA,356,Manayunk IPA,,,,
0.065,AP,1629,American IPA,300,,Rebel IPA,,,
0.077,AP,1639,American IPA,353,,Aslan IPA,,,
0.094,AP,1641,American IPA,240,,Better Weather IPA,,,
0.072,AP,1648,American IPA,350,,Lucky Day IPA,,,
0.062,AP,1659,American IPA,190,Evo IPA,,,,
0.048,AP,1661,American IPA,190,Trailhead ISA,,,,
0.06,AP,1667,American IPA,102,King Street IPA,,,,
0.08,AP,1673,American IPA,346,Manzanita IPA,,,,
0.064,AP,1675,American IPA,345,Madra Allta,,,,
0.059,AP,1676,American IPA,344,Troopers Alley IPA,,,,
0.075,AP,1677,American IPA,343,,The Great Return,,,
0.048,AP,1684,American IPA,341,Hula Hoppie Session IPA,,,,
0.061,AP,1685,American IPA,340,Category 3 IPA,,,,
0.065,AP,1686,American IPA,298,Irregardless IPA,,,,
0.07,AP,1692,American IPA,141,Hopped on the High Seas (Ahtanum),,,,
0.07,AP,1693,American IPA,141,Hopped on the High Seas (Citra),,,,
0.07,AP,1694,American IPA,141,Dry-Hopped On The High Seas Caribbean-Style IPA,,,,
0.065,AP,1697,American IPA,339,,Be Hoppy IPA,,,
0.08,AP,1698,American IPA,240,,Wolf Among Weeds IPA,,,
0.062,AP,1701,American IPA,165,,Great Crescent IPA,,,
0.064,AP,1710,American IPA,49,SweetWater IPA,,,,
0.062,AP,1714,American IPA,336,Big Sky IPA,,,,
0.073,AP,1723,American IPA,159,Hop Nosh IPA,,,,
0.07,AP,1725,American IPA,141,Hopped on the High Seas (Calypso),,,,
0.07,AP,1726,American IPA,141,Hopped on the High Seas (Hop #529),,,,
0.052,AP,1743,American IPA,331,Firewater India Pale Ale,,,,
0.046,AP,1749,American IPA,328,Just IPA,,,,
,AP,1750,American IPA,166,Birth IPA,,,,
,AP,1752,American IPA,166,,Icey.P.A.,,,
0.07,AP,1753,American IPA,327,,Heyoka IPA,,,
0.07,AP,1755,American IPA,152,Juke Joint IPA,,,,
0.066,AP,1758,American IPA,325,County Line IPA,,,,
0.069,AP,1760,American IPA,324,GreyBeard™ IPA,,,,
0.07,AP,1765,American IPA,183,,Golden Ratio IPA,,,
0.05,AP,1771,American IPA,321,,Lil SIPA,,,
0.067,AP,1772,American IPA,320,,Jacaranada Rye IPA,,,
0.074,AP,1777,American IPA,240,,2020 IPA,,,
0.063,AP,1782,American IPA,164,Kiss Off IPA,,,,
0.072,AP,1783,American IPA,317,,Toughcats IPA,,,
,AP,1784,American IPA,316,,Appreciation Ale,,,
0.063,AP,1786,American IPA,315,,Half Court IPA,,,
0.065,AP,1795,American IPA,311,,Filthy Hoppin' IPA,,,
0.072,AP,1801,American IPA,308,Last Stop IPA,,,,
0.065,AP,1803,American IPA,206,,Java the Hop,,,
0.07,AP,1810,American IPA,272,,Focal Banger,,,
0.063,AP,1814,American IPA,223,Pleasure Town IPA,,,,
0.062,AP,1819,American IPA,175,Spiteful IPA,,,,
0.065,AP,1831,American IPA,299,Our Legacy IPA,,,,
0.058,AP,1833,American IPA,297,Hop Farm IPA,,,,
0.056,AP,1844,American IPA,295,Wachusett IPA,,,,
0.06,AP,1845,American IPA,295,Green Monsta IPA,,,,
0.04,AP,1846,American IPA,295,Wachusett Light IPA,,,,
0.072,AP,1852,American IPA,93,Truth,,,,
0.069,AP,1854,American IPA,293,,Blue Boots IPA,,,
0.073,AP,1856,American IPA,291,IPA & a Half,,,,
0.069,AP,1857,American IPA,290,Supergoose IPA,,,,
0.068,AP,1867,American IPA,288,Saint Archer IPA,,,,
0.076,AP,1874,American IPA,287,El Chingon IPA,,,,
0.045,AP,1886,American IPA,283,Thrasher Session India Pale Ale,,,,
0.042,AP,1891,American IPA,281,,Longhop IPA,,,
0.075,AP,1898,American IPA,112,Blackmarket Rye IPA,,,,
0.062,AP,1901,American IPA,75,Bent Hop Golden IPA,,,,
0.068,AP,1903,American IPA,277,Let It Ride IPA,,,,
0.045,AP,1911,American IPA,206,,Suicide Squeeze IPA,,,
0.06,AP,1912,American IPA,273,40 Mile IPA,,,,
0.043,AP,1917,American IPA,271,Left of the Dial IPA,,,,
0.04,AP,1925,American IPA,159,Trader Session IPA,,,,
0.07,AP,1933,American IPA,236,Missile IPA,,,,
0.062,AP,1938,American IPA,265,Almanac IPA,,,,
0.045,AP,1942,American IPA,264,Rudie Session IPA,,,,
0.07,AP,1944,American IPA,263,Incredible Pedal IPA,,,,
0.06,AP,1950,American IPA,202,,Dragonfly IPA,,,
0.056,AP,1954,American IPA,192,Ghost Ship White IPA,,,,
0.067,AP,1965,American IPA,258,Sky-Five,,,,
0.055,AP,1971,American IPA,257,,Texas Pale Ale (TPA),,,
0.07,AP,1988,American IPA,76,,Two Hearted,,,
0.064,AP,1996,American IPA,25,,Fistful of Hops Green,,,
0.064,AP,1999,American IPA,25,,Fistful Of Hops Blue,,,
0.063,AP,2000,American IPA,25,,Fistful of Hops Orange,,,
0.064,AP,2001,American IPA,25,,Fistful Of Hops Red,,,
0.062,AP,2003,American IPA,81,Escape to Colorado,,,,
0.06,AP,2005,American IPA,251,Barrio Blanco,,,,
0.04,AP,2007,American IPA,124,Norm's Gateway IPA,,,,
0.045,AP,2009,American IPA,141,Happening Now,,,,
0.062,AP,2014,American IPA,141,Operation Homefront,,,,
0.063,AP,2025,American IPA,57,Vertex IPA,,,,
0.07,AP,2026,American IPA,248,Pursuit,,,,
0.065,AP,2029,American IPA,247,Tropicalia,,,,
0.05,AP,2034,American IPA,33,,South Bay Session IPA,,,
0.07,AP,2038,American IPA,242,Infamous IPA,,,,
0.05,AP,2048,American IPA,43,Dayman IPA,,,,
0.068,AP,2052,American IPA,29,,Dankosaurus,,,
0.055,AP,2066,American IPA,230,Fisherman's IPA,,,,
0.068,AP,2072,American IPA,24,,MCA,,,
0.072,AP,2077,American IPA,228,No Wake IPA,,,,
0.07,AP,2088,American IPA,224,,Hop Stalker Fresh Hop IPA,,,
0.065,AP,2090,American IPA,46,,,Bengali,,
0.063,AP,2093,American IPA,223,Pleasure Town,,,,
0.069,AP,2096,American IPA,221,Arcus IPA,,,,
0.038,AP,2105,American IPA,34,Even Keel,,,,
0.069,AP,2110,American IPA,217,1916 Shore Shiver,,,,
0.075,AP,2139,American IPA,124,,Norm's Raggedy Ass IPA,,,
0.048,AP,2146,American IPA,211,#004 Session I.P.A.,,,,
0.071,AP,2148,American IPA,211,#002 American I.P.A.,,,,
0.063,AP,2150,American IPA,131,Beyond The Pale IPA,,,,
0.068,AP,2157,American IPA,209,,Booming Rollers,,,
0.072,AP,2158,American IPA,24,,3:33 Black IPA,,,
0.075,AP,2159,American IPA,209,,City of the Sun,,,
0.071,AP,2163,American IPA,208,Sucha Much IPA,,,,
0.062,AP,2168,American IPA,205,Amazon Princess IPA,,,,
0.062,AP,2171,American IPA,206,The Optimist,,,,
0.065,AP,2175,American IPA,205,Mound Builder IPA,,,,
0.072,AP,2185,American IPA,203,Tsunami IPA,,,,
0.072,AP,2186,American IPA,203,,,,,Tsunami IPA
0.045,AP,2190,American IPA,202,,Campside Session IPA,,,
0.069,AP,2194,American IPA,199,Worthy IPA,,,,
0.059,AP,2198,American IPA,196,Goose Island India Pale Ale,,,,
0.066,AP,2199,American IPA,80,,Hopworks IPA,,,
0.07,AP,2208,American IPA,188,Lil' Helper,,,,
0.069,AP,2219,American IPA,27,,Scarecrow,,,
0.07,AP,2221,American IPA,94,,Flyin' Rye,,,
0.065,AP,2230,American IPA,82,Ranger IPA,,,,
0.041,AP,2235,American IPA,190,Day Hike Session,,,,
0.072,AP,2239,American IPA,83,Torpedo,,,,
0.07,AP,2254,American IPA,180,,Salamander Slam,,,
0.065,AP,2256,American IPA,178,Flower Child (2014),,,,
0.075,AP,2262,American IPA,177,Sex and Candy,,,,
0.071,AP,2264,American IPA,177,Rise of the Phoenix,,,,
0.065,AP,2285,American IPA,60,Resurrected,,,,
0.065,AP,2286,American IPA,60,Divided Sky,,,,
0.043,AP,2292,American IPA,170,Little Sister India Style Session Ale,,,,
0.058,AP,2299,American IPA,167,Mango Ginger,,,,
0.049,AP,2302,American IPA,166,Pinner Throwback IPA,,,,
0.06,AP,2305,American IPA,163,Homefront IPA,,,,
0.061,AP,2312,American IPA,157,Camelback,,,,
0.068,AP,2315,American IPA,155,Hopportunity Knocks IPA,,,,
0.062,AP,2316,American IPA,153,Hoodoo Voodoo IPA,,,,
0.067,AP,2323,American IPA,116,Ultra Gnar Gnar IPA,,,,
0.067,AP,2331,American IPA,150,Watershed IPA,,,,
0.06,AP,2337,American IPA,146,,Charlie's Rye IPA,,,
0.075,AP,2343,American IPA,132,O’Malley’s IPA,,,,
0.077,AP,2346,American IPA,133,,Sinister Minister Black IPA,,,
0.075,AP,2362,American IPA,133,,2014 IPA Cicada Series,,,
0.065,AP,2363,American IPA,92,Hop Ryot,,,,
0.06,AP,2372,American IPA,126,,The Green Room,,,
0.057,AP,2380,American IPA,121,,IPA #11,,,
0.07,AP,2407,American IPA,115,Rule G IPA,,,,
0.069,AP,2408,American IPA,114,Welcome to Scoville,,,,
0.072,AP,2410,American IPA,75,Harness the Winter,,,,
0.065,AP,2417,American IPA,109,4000 Footer IPA,,,,
0.068,AP,2420,American IPA,103,Back Bay IPA,,,,
0.066,AP,2422,American IPA,107,Firestarter India Pale Ale,,,,
0.067,AP,2426,American IPA,106,Clean Shave IPA,,,,
0.065,AP,2437,American IPA,101,Newport Storm IPA,,,,
0.068,AP,2441,American IPA,98,,,,Mission IPA,
0.07,AP,2448,American IPA,7,,Reactor,,,
0.052,AP,2450,American IPA,94,,Self Starter,,,
0.075,AP,2458,American IPA,38,Chupahopra,,,,
0.063,AP,2460,American IPA,87,,India Pale Ale,,,
0.075,AP,2463,American IPA,48,Union Jack,,,,
0.062,AP,2469,American IPA,8,,Ryecoe,,,
0.045,AP,2475,American IPA,82,Slow Ride,,,,
0.047,AP,2486,American IPA,78,Baby Daddy Session IPA,,,,
0.068,AP,2493,American IPA,59,I.P. Eh!,,,,
0.063,AP,2497,American IPA,74,,Wobble,,,
0.071,AP,2511,American IPA,69,,Long Leaf,,,
